326,39.77,39.77,30.7,0,6.52,13.04,26.08,5.89,0.63,5.47,1.05,4.72,1.8,4.54,1.98
328,40.01,40.01,31.28,0,6.56,13.12,26.24,5.93,0.63,5.51,1.05,4.76,1.8,4.58,1.98
330,40.26,40.26,31.86,0,6.6,13.2,26.4,5.97,0.63,5.55,1.05,4.8,1.8,4.62,1.98
332,40.5,40.5,32.44,0,6.64,13.28,26.56,6.01,0.63,5.59,1.05,4.84,1.8,4.66,1.98
334,40.74,40.74,33.02,0,6.68,13.36,26.72,6.05,0.63,5.63,1.05,4.88,1.8,4.7,1.98
336,40.99,40.99,33.6,0,6.72,13.44,26.88,6.09,0.63,5.67,1.05,4.92,1.8,4.74,1.98
338,41.23,41.23,34.18,0,6.76,13.52,27.04,6.13,0.63,5.71,1.05,4.96,1.8,4.78,1.98
340,41.48,41.48,34.76,0,6.8,13.6,27.2,6.17,0.63,5.75,1.05,5,1.8,4.82,1.98
342,41.72,41.72,35.34,0,6.84,13.68,27.36,6.21,0.63,5.79,1.05,5.04,1.8,4.86,1.98
344,41.96,41.96,35.92,0,6.88,13.76,27.52,6.25,0.63,5.83,1.05,5.08,1.8,4.9,1.98
346,42.21,42.21,36.5,0,6.92,13.84,27.68,6.29,0.63,5.87,1.05,5.12,1.8,4.94,1.98
348,42.45,42.45,37.08,0,6.96,13.92,27.84,6.33,0.63,5.91,1.05,5.16,1.8,4.98,1.98
350,42.7,42.7,37.66,0,7,14,28,6.27,0.73,5.78,1.22,4.9,2.1,4.69,2.31
352,42.94,42.94,38.24,0,7.04,14.08,28.16,6.31,0.73,5.82,1.22,4.94,2.1,4.73,2.31
354,43.18,43.18,38.82,0,7.08,14.16,28.32,6.35,0.73,5.86,1.22,4.98,2.1,4.77,2.31
356,43.43,43.43,39.4,0,7.12,14.24,28.48,6.39,0.73,5.9,1.22,5.02,2.1,4.81,2.31
358,43.67,43.67,39.98,0,7.16,14.32,28.64,6.43,0.73,5.94,1.22,5.06,2.1,4.85,2.31
360,43.92,43.92,40.56,0,7.2,14.4,28.8,6.47,0.73,5.98,1.22,5.1,2.1,4.89,2.31
362,44.16,44.16,41.14,0,7.24,14.48,28.96,6.51,0.73,6.02,1.22,5.14,2.1,4.93,2.31
364,44.4,44.4,41.72,0,7.28,14.56,29.12,6.55,0.73,6.06,1.22,5.18,2.1,4.97,2.31
366,44.65,44.65,42.3,0,7.32,14.64,29.28,6.59,0.73,6.1,1.22,5.22,2.1,5.01,2.31
368,44.89,44.89,42.88,0,7.36,14.72,29.44,6.63,0.73,6.14,1.22,5.26,2.1,5.05,2.31
370,45.14,45.14,43.46,0,7.4,14.8,29.6,6.67,0.73,6.18,1.22,5.3,2.1,5.09,2.31
372,45.38,45.38,44.04,0,7.44,14.88,29.76,6.71,0.73,6.22,1.22,5.34,2.1,5.13,2.31
374,45.62,45.62,44.62,0,7.48,14.96,29.92,6.75,0.73,6.26,1.22,5.38,2.1,5.17,2.31
376,45.87,45.87,45.2,0,7.52,15.04,30.08,6.79,0.73,6.3,1.22,5.42,2.1,5.21,2.31
378,46.11,46.11,45.78,0,7.56,15.12,30.24,6.83,0.73,6.34,1.22,5.46,2.1,5.25,2.31
380,46.36,46.36,46.36,0,7.6,15.2,30.4,6.87,0.73,6.38,1.22,5.5,2.1,5.29,2.31
382,46.6,46.6,46.6,0,7.64,15.28,30.56,6.91,0.73,6.42,1.22,5.54,2.1,5.33,2.31
384,46.84,46.84,46.84,0,7.68,15.36,30.72,6.95,0.73,6.46,1.22,5.58,2.1,5.37,2.31
386,47.09,47.09,47.09,0,7.72,15.44,30.88,6.99,0.73,6.5,1.22,5.62,2.1,5.41,2.31
388,47.33,47.33,47.33,0,7.76,15.52,31.04,7.03,0.73,6.54,1.22,5.66,2.1,5.45,2.31
